crop,temp,humidity,gas,gradient,gas_trend,humidity_trend,confidence,current_risk,future_risk,time,spatial_score,gas_accel,label
Black_Gram,23.13,66.33,771.9,4.802,-2.95,0.137,0.954,0.3314,0.3273,M02_H12,0.424,-1.8216,Moderate_Spoilage_Risk
Rice_Processed,17.36,68.69,504.2,4.854,-17.453,0.563,0.936,0.1737,0.164,M09_H15,0.418,0.5107,Low_Spoilage_Risk
Chickpea,32.76,37.96,651.3,0.4,-7.793,0.347,0.95,0.3274,0.3715,M04_H23,0.952,3.9223,Moderate_Spoilage_Risk
Rice_Paddy,22.32,64.31,411.7,4.366,-3.149,-0.566,0.934,0.1512,0.1371,M06_H02,0.476,0.145,Safe
Onion,21.09,93.46,1449.3,2.164,28.973,0.791,0.521,0.8518,0.9049,M09_H13,0.599,5.2281,Critical_Spoilage
Mustard_Seed,13.85,68.59,958.6,0.217,-13.547,0.442,0.913,0.4587,0.4644,M05_H17,0.974,1.5341,Moderate_Spoilage_Risk
Groundnut,23.8,40.33,734.2,3.74,12.823,0.49,0.874,0.2629,0.2919,M11_H04,0.551,2.193,Low_Spoilage_Risk
Mustard_Seed,14.64,61.89,457.7,0.999,6.44,0.241,0.989,0.0989,0.1444,M07_H20,0.88,-4.2438,Safe
Mustard_Seed,8.34,55.92,412.6,4.878,-11.748,0.195,0.948,0.1517,0.1495,M05_H02,0.415,-0.887,Low_Spoilage_Risk
Lentil,24.69,37.04,730.6,2.494,-4.555,0.03,0.955,0.1932,0.1699,M11_H18,0.701,-0.8944,Low_Spoilage_Risk
Mustard_Seed,29.06,63.86,555.0,1.911,-5.639,-0.695,0.973,0.4256,0.4641,M08_H15,0.771,0.584,Moderate_Spoilage_Risk
Lentil,10.8,62.71,614.6,2.358,10.754,0.235,0.892,0.2,0.2355,M10_H13,0.717,-0.1461,Low_Spoilage_Risk
Maize,14.75,50.19,792.6,0.856,8.513,-0.357,0.853,0.1449,0.1607,M02_H03,0.897,4.7517,Low_Spoilage_Risk
Rice_Paddy,16.32,52.47,654.2,0.787,0.619,0.815,0.965,0.1041,0.0841,M01_H12,0.906,0.5581,Safe
Wheat,35.18,53.2,737.5,1.492,6.626,-0.297,0.971,0.3433,0.3728,M05_H19,0.821,0.6001,Moderate_Spoilage_Risk
Lentil,26.07,48.34,562.9,3.474,5.227,0.744,0.887,0.1939,0.2462,M10_H13,0.583,-0.2302,Low_Spoilage_Risk
Sugarcane_Ratoon,26.78,85.23,1079.8,4.427,9.063,-0.306,0.864,0.4584,0.5062,M09_H04,0.465,0.3155,Moderate_Spoilage_Risk
Lentil,8.38,72.92,760.2,3.46,10.179,-0.236,0.981,0.5388,0.5198,M03_H01,0.585,0.7752,High_Spoilage_Risk
Sugarcane_Ratoon,14.01,95.3,1349.3,4.37,11.709,0.472,0.721,0.7369,0.7979,M08_H07,0.304,3.4638,Critical_Spoilage
Black_Gram,35.37,71.5,1306.8,3.549,15.825,-0.38,0.893,0.8273,0.8841,M12_H16,0.574,0.0005,Critical_Spoilage
Garlic,20.07,61.44,873.1,2.528,2.24,0.741,0.825,0.3228,0.3428,M10_H17,0.697,2.3223,Moderate_Spoilage_Risk
Chickpea,36.91,36.05,598.9,2.686,1.976,-0.419,0.974,0.4055,0.4146,M04_H19,0.678,0.5917,Moderate_Spoilage_Risk
Maize,24.01,71.99,641.6,0.2,4.704,-0.1,0.877,0.1032,0.1041,M09_H10,0.976,0.2793,Safe
Jute_Seed,40.27,65.07,929.4,4.179,-0.871,-0.386,0.921,0.4835,0.4589,M02_H10,0.499,-0.2852,Moderate_Spoilage_Risk
Jute_Seed,13.46,65.3,678.8,1.686,16.075,-0.152,0.877,0.103,0.1201,M01_H17,0.798,-0.117,Safe
Maize,42.11,62.77,1428.5,1.755,11.844,0.433,0.921,0.5197,0.5917,M05_H11,0.789,2.9561,High_Spoilage_Risk
Black_Gram,9.62,49.12,559.6,4.067,-6.733,0.219,0.923,0.184,0.226,M01_H17,0.512,0.8349,Low_Spoilage_Risk
Sugarcane_Ratoon,14.56,63.83,936.6,3.077,-3.533,0.251,0.834,0.1903,0.1878,M10_H18,0.631,2.1345,Low_Spoilage_Risk
Rice_Paddy,39.01,71.43,1277.3,3.294,5.133,0.866,0.839,0.6492,0.6634,M08_H18,0.605,2.028,High_Spoilage_Risk
Jute_Seed,38.68,59.38,1227.8,3.083,-7.862,-0.2,0.872,0.5519,0.5976,M11_H20,0.63,0.1538,High_Spoilage_Risk
Rice_Paddy,26.07,59.4,413.0,1.275,2.589,-0.442,0.894,0.0586,0.0684,M10_H23,0.847,-0.3745,Safe
Chickpea,23.08,70.73,708.9,4.992,-5.768,1.949,0.89,0.4044,0.4049,M01_H00,0.401,4.6111,Moderate_Spoilage_Risk
Wheat,33.41,51.99,1110.5,3.578,4.951,0.338,0.969,0.5422,0.5672,M10_H12,0.571,2.5019,High_Spoilage_Risk
Black_Gram,11.65,72.95,559.7,4.836,16.046,1.306,0.862,0.4568,0.496,M04_H04,0.42,0.9124,Moderate_Spoilage_Risk
Chickpea,13.47,65.53,566.1,1.397,19.078,0.738,0.845,0.1514,0.1773,M06_H12,0.832,1.5176,Low_Spoilage_Risk
Onion,16.24,73.38,1237.6,1.592,-9.806,0.095,0.891,0.3131,0.284,M08_H08,0.809,-1.7703,Low_Spoilage_Risk
Chickpea,26.57,47.08,662.1,1.113,-12.757,1.288,0.908,0.0915,0.1087,M07_H12,0.866,1.8514,Safe
Sugarcane_Ratoon,11.45,71.42,723.4,4.25,-7.238,0.044,0.923,0.1731,0.211,M08_H00,0.49,-1.3746,Low_Spoilage_Risk
Lentil,13.56,66.97,587.7,0.968,11.792,0.646,0.834,0.246,0.2837,M06_H16,0.884,0.7671,Low_Spoilage_Risk
Groundnut,25.17,42.92,412.7,4.956,-14.041,-0.823,0.945,0.1831,0.1796,M03_H22,0.405,2.9301,Low_Spoilage_Risk
Black_Gram,37.3,59.58,660.7,0.784,5.636,1.643,0.914,0.3143,0.3308,M02_H16,0.906,-0.4424,Moderate_Spoilage_Risk
Rice_Processed,39.48,68.65,762.4,4.135,-2.606,-1.114,0.842,0.451,0.4545,M04_H01,0.504,1.2375,Moderate_Spoilage_Risk
Jute_Seed,24.42,76.55,550.4,0.775,18.279,1.598,0.888,0.3355,0.4048,M03_H17,0.907,0.418,Moderate_Spoilage_Risk
Wheat,21.78,54.57,719.3,4.08,2.178,0.244,0.96,0.1823,0.1981,M01_H16,0.51,-2.2864,Low_Spoilage_Risk
Jute_Seed,35.79,75.29,684.2,2.681,11.137,0.132,0.929,0.6037,0.5833,M02_H04,0.678,-1.7938,High_Spoilage_Risk
Potato,23.43,84.38,778.8,4.839,0.041,-0.95,0.948,0.4545,0.463,M12_H08,0.419,2.5243,Moderate_Spoilage_Risk
Rice_Processed,27.8,76.2,784.1,3.352,0.288,-0.079,0.93,0.4915,0.5447,M09_H16,0.598,2.7698,High_Spoilage_Risk
Wheat,16.62,67.95,878.7,2.366,6.409,-1.589,0.922,0.3202,0.3468,M01_H20,0.716,2.5731,Moderate_Spoilage_Risk
Garlic,-1.0,46.52,742.1,2.146,-1.754,0.591,0.827,0.2592,0.2373,M02_H09,0.742,2.698,Low_Spoilage_Risk
Potato,15.3,94.47,602.2,4.916,7.925,-0.133,0.522,0.2342,0.2615,M02_H14,0.252,2.7088,Low_Spoilage_Risk
Potato,16.58,91.92,712.8,3.852,10.149,0.729,0.745,0.3062,0.3462,M04_H18,0.422,2.0649,Moderate_Spoilage_Risk
Potato,23.18,86.21,1159.7,3.009,3.885,0.224,0.76,0.5151,0.5782,M09_H17,0.619,6.2317,High_Spoilage_Risk
Jute_Seed,23.88,63.2,809.8,0.703,3.508,0.745,0.945,0.1079,0.1547,M06_H12,0.916,-0.134,Safe
Sugarcane_Ratoon,25.78,55.9,833.0,3.883,-11.648,0.004,0.941,0.215,0.2357,M09_H15,0.534,1.4089,Low_Spoilage_Risk
Mustard_Seed,6.64,62.97,488.8,2.244,1.451,0.059,0.965,0.2416,0.2724,M12_H02,0.731,-0.7905,Low_Spoilage_Risk
Maize,36.5,57.16,960.3,3.735,-5.991,-0.027,0.957,0.5069,0.5008,M11_H15,0.552,1.6794,High_Spoilage_Risk
Potato,9.29,94.79,811.4,0.366,-8.741,0.437,0.519,0.0559,0.0799,M07_H12,0.793,-1.1212,Safe
Mustard_Seed,26.96,75.69,1169.2,2.706,12.625,0.988,0.836,0.7789,0.8116,M10_H10,0.675,-1.8613,Critical_Spoilage
Soybean,16.82,49.0,438.1,1.88,-17.499,0.123,0.918,0.1234,0.1216,M06_H05,0.774,2.0534,Safe
Black_Gram,41.82,67.73,1192.7,1.958,2.316,0.229,0.892,0.6348,0.6136,M12_H14,0.765,1.7159,High_Spoilage_Risk
Onion,7.98,74.77,529.6,4.591,-17.831,-0.773,0.938,0.1647,0.2128,M02_H18,0.449,3.5242,Low_Spoilage_Risk
Chickpea,41.39,77.38,1785.5,1.767,24.594,0.793,0.916,0.9141,0.989,M07_H07,0.788,2.7029,Critical_Spoilage
Groundnut,19.96,67.23,434.0,1.11,-10.609,0.952,0.988,0.1942,0.2025,M06_H20,0.867,-0.2967,Low_Spoilage_Risk
Groundnut,15.26,76.48,678.3,2.793,10.052,0.656,0.9,0.5561,0.5639,M07_H22,0.665,-1.4163,High_Spoilage_Risk
Onion,10.88,76.37,665.4,3.925,16.275,0.938,0.89,0.2299,0.2841,M12_H15,0.529,1.9832,Low_Spoilage_Risk
Black_Gram,41.37,80.25,860.5,4.6,24.555,0.287,0.721,0.8978,0.9047,M03_H17,0.448,1.0219,Critical_Spoilage
Mustard_Seed,23.2,65.17,532.8,4.361,-20.579,0.975,0.999,0.358,0.3557,M04_H05,0.477,0.1445,Moderate_Spoilage_Risk
Soybean,30.0,67.41,865.1,3.921,21.575,-1.314,0.977,0.5406,0.5474,M11_H20,0.529,1.3716,High_Spoilage_Risk
Groundnut,38.61,65.44,786.1,2.996,18.343,1.207,0.974,0.482,0.5215,M05_H10,0.64,5.5264,High_Spoilage_Risk
Onion,8.45,93.06,1377.0,0.684,-0.347,-0.002,0.591,0.6413,0.6716,M08_H16,0.784,4.0069,High_Spoilage_Risk
Soybean,37.88,70.15,1367.3,1.428,10.833,1.349,0.845,0.7439,0.784,M12_H10,0.829,3.6603,Critical_Spoilage
Jute_Seed,40.4,50.45,849.2,1.665,-3.52,0.567,0.88,0.4039,0.4294,M07_H23,0.8,-1.659,Moderate_Spoilage_Risk
Potato,1.44,79.51,650.7,2.277,-3.428,0.253,0.883,0.1896,0.1914,M11_H09,0.727,-1.7746,Low_Spoilage_Risk
Jute_Seed,19.19,71.96,1006.6,0.88,10.131,0.34,0.883,0.3419,0.3242,M01_H05,0.894,-1.3054,Moderate_Spoilage_Risk
Garlic,16.85,70.95,871.4,2.637,2.474,1.277,0.993,0.3079,0.2902,M09_H17,0.684,-5.3255,Low_Spoilage_Risk
Rice_Processed,23.92,75.56,806.1,3.227,14.458,0.949,0.936,0.4675,0.5249,M12_H13,0.613,-0.2713,High_Spoilage_Risk
Rice_Paddy,21.44,76.51,869.4,4.274,0.447,1.167,0.888,0.4686,0.4965,M03_H02,0.487,-2.5191,Moderate_Spoilage_Risk
Black_Gram,41.2,44.18,1131.2,3.804,18.497,0.075,0.839,0.5704,0.6363,M10_H07,0.544,4.9628,High_Spoilage_Risk
Sugarcane_Ratoon,31.27,79.69,952.4,0.862,6.635,-1.108,0.944,0.1915,0.1909,M02_H15,0.897,2.0981,Low_Spoilage_Risk
Wheat,7.61,39.15,435.6,0.641,-11.441,0.243,0.878,0.0756,0.1232,M11_H23,0.923,-0.7127,Safe
Sugarcane_Ratoon,41.66,83.32,811.2,0.109,29.757,-0.479,0.868,0.4598,0.4713,M08_H05,0.987,0.1457,Moderate_Spoilage_Risk
Mustard_Seed,11.46,62.92,826.1,3.765,2.67,-0.979,0.823,0.3456,0.3895,M05_H04,0.548,1.821,Moderate_Spoilage_Risk
Wheat,15.75,66.05,859.9,4.177,3.991,0.557,0.986,0.2809,0.3026,M06_H00,0.499,3.6621,Low_Spoilage_Risk
Lentil,6.56,58.54,399.7,2.236,-12.022,0.95,0.939,0.124,0.172,M02_H07,0.732,-3.1998,Low_Spoilage_Risk
Jute_Seed,32.99,38.29,575.2,4.781,-2.477,-0.716,0.828,0.2758,0.3091,M01_H18,0.426,-2.6427,Low_Spoilage_Risk
Soybean,39.73,54.93,849.3,2.279,13.107,-0.055,0.83,0.4249,0.4627,M08_H17,0.727,0.8071,Moderate_Spoilage_Risk
Maize,40.41,58.22,669.9,1.297,11.078,0.689,0.976,0.3044,0.3159,M11_H10,0.844,4.416,Moderate_Spoilage_Risk
Wheat,8.42,45.38,843.5,2.081,-7.702,0.465,0.886,0.2232,0.201,M07_H22,0.75,1.1993,Low_Spoilage_Risk
Jute_Seed,16.4,56.97,650.2,4.298,-7.183,-0.012,0.941,0.1754,0.2169,M12_H12,0.484,0.4911,Low_Spoilage_Risk
Rice_Processed,30.17,52.77,431.9,3.898,0.569,-0.685,0.949,0.1572,0.2076,M08_H18,0.532,0.2796,Low_Spoilage_Risk
Potato,7.94,97.72,801.6,4.942,-14.598,-0.149,0.71,0.5727,0.63,M09_H21,0.195,2.8198,High_Spoilage_Risk
Jute_Seed,17.13,57.99,602.2,4.731,8.997,0.713,0.881,0.1583,0.1509,M07_H13,0.432,1.6186,Low_Spoilage_Risk
Sugarcane_Ratoon,22.54,69.84,826.7,4.091,1.656,1.167,0.991,0.1875,0.2373,M03_H06,0.509,-2.4255,Low_Spoilage_Risk
Groundnut,6.9,64.43,821.4,0.776,-8.059,-1.395,0.999,0.1657,0.2052,M04_H02,0.907,-2.2623,Low_Spoilage_Risk
Mustard_Seed,32.66,64.44,892.6,0.924,12.994,-2.204,0.846,0.5406,0.6018,M10_H19,0.889,4.4945,High_Spoilage_Risk
Chickpea,32.76,78.91,1061.0,0.765,15.02,0.004,0.985,0.7938,0.8626,M07_H17,0.908,3.7223,Critical_Spoilage
Lentil,27.57,55.19,838.6,2.946,-4.583,-1.168,0.996,0.3285,0.355,M08_H14,0.646,-2.6619,Moderate_Spoilage_Risk
Sugarcane_Ratoon,23.69,99,1251.8,1.923,10.927,1.071,0.712,0.6191,0.6208,M06_H16,0.536,0.8565,High_Spoilage_Risk
Rice_Paddy,22.02,54.91,574.8,2.307,-17.217,-0.461,0.843,0.1161,0.116,M01_H12,0.723,-1.9648,Safe
Chickpea,29.13,81.77,804.9,4.676,16.56,-0.088,0.719,0.7215,0.7667,M09_H12,0.439,2.8423,Critical_Spoilage
Wheat,32.44,75.89,975.6,3.315,-1.426,-0.105,0.83,0.9127,0.918,M05_H07,0.602,7.0933,Critical_Spoilage
Chickpea,39.97,63.34,1114.8,0.346,21.505,-0.727,0.869,0.4432,0.4722,M03_H20,0.958,3.9603,Moderate_Spoilage_Risk
Wheat,28.63,79.79,1349.7,1.869,21.107,1.75,0.871,0.8503,0.9257,M09_H12,0.776,0.6438,Critical_Spoilage
Lentil,19.47,52.41,589.0,3.953,-5.812,1.181,0.854,0.1509,0.2029,M08_H00,0.526,3.549,Low_Spoilage_Risk
Chickpea,36.86,74.54,1425.0,3.375,3.519,-0.286,0.821,0.8971,0.8916,M06_H18,0.595,1.6078,Critical_Spoilage
Chickpea,28.97,75.94,1133.5,3.681,-2.365,-0.226,0.91,0.7281,0.7873,M05_H16,0.558,3.5325,Critical_Spoilage
Jute_Seed,27.09,51.72,461.3,0.758,-2.804,-0.942,0.84,0.033,0.0206,M07_H16,0.909,0.2007,Safe
Wheat,31.16,77.34,778.8,4.146,8.531,-0.562,0.874,0.8733,0.9083,M07_H18,0.502,4.305,Critical_Spoilage
Rice_Paddy,31.39,57.87,808.5,2.606,-1.086,-0.788,0.866,0.3046,0.2813,M05_H01,0.687,2.1836,Low_Spoilage_Risk
Maize,23.94,83.88,815.8,4.599,9.438,-0.05,0.765,0.6274,0.6598,M06_H18,0.448,6.3926,High_Spoilage_Risk
Maize,19.08,69.8,453.4,3.792,-8.959,-0.508,0.964,0.1465,0.1513,M02_H08,0.545,0.6798,Safe
Jute_Seed,36.12,69.23,617.7,1.902,18.298,-1.441,0.831,0.4022,0.4553,M02_H03,0.772,1.1363,Moderate_Spoilage_Risk
Lentil,24.44,39.58,612.2,4.717,-3.784,-1.212,0.879,0.2259,0.2274,M02_H16,0.434,0.5443,Low_Spoilage_Risk
Jute_Seed,31.65,71.33,720.5,3.246,-0.044,-1.247,0.966,0.3893,0.3686,M10_H02,0.61,-0.6404,Moderate_Spoilage_Risk
Chickpea,14.29,46.8,387.3,0.318,-2.36,-0.925,0.904,0.0129,0.0554,M06_H12,0.962,1.1354,Safe
Lentil,40.28,56.75,914.9,3.36,20.311,0.659,0.864,0.482,0.5237,M07_H13,0.597,3.8613,High_Spoilage_Risk
Potato,20.52,95.24,1008.3,3.015,1.738,0.395,0.72,0.5247,0.5855,M02_H06,0.468,3.6192,High_Spoilage_Risk
Rice_Paddy,32.34,73.18,523.9,3.071,-13.597,0.142,0.929,0.3864,0.4086,M11_H12,0.631,0.0891,Moderate_Spoilage_Risk
Soybean,14.57,65.98,806.3,3.768,9.044,-0.028,0.882,0.26,0.3097,M10_H09,0.548,-2.2841,Low_Spoilage_Risk
Garlic,10.9,86.74,995.4,0.841,7.857,1.238,0.8,0.5468,0.6011,M06_H07,0.87,-0.4541,High_Spoilage_Risk
Chickpea,13.22,39.0,728.2,0.649,4.488,0.777,0.888,0.1085,0.1412,M03_H06,0.922,1.3312,Safe
Black_Gram,25.27,71.83,944.7,4.804,2.455,0.808,0.996,0.5072,0.5575,M07_H06,0.424,0.8377,High_Spoilage_Risk
Maize,27.58,75.2,656.1,2.444,7.978,0.115,0.944,0.369,0.4109,M12_H20,0.707,-0.9503,Moderate_Spoilage_Risk
Mustard_Seed,24.56,47.61,765.3,4.011,-3.044,-0.918,0.914,0.2015,0.1871,M09_H18,0.519,-1.8291,Low_Spoilage_Risk
Wheat,34.22,73.97,1448.8,4.751,21.935,0.411,0.891,0.9699,1.0,M01_H20,0.43,3.934,Critical_Spoilage
Mustard_Seed,19.74,45.56,706.1,4.206,2.929,0.64,0.883,0.1883,0.2056,M08_H01,0.495,0.0324,Low_Spoilage_Risk
Onion,13.82,65.2,961.0,4.8,-10.866,0.828,0.836,0.3073,0.332,M11_H10,0.424,3.4731,Moderate_Spoilage_Risk
Lentil,4.72,69.43,768.8,0.998,-4.889,2.01,0.988,0.3908,0.4062,M11_H22,0.88,0.8196,Moderate_Spoilage_Risk
Onion,10.09,67.96,493.7,0.363,-5.373,-1.625,0.991,0.0021,0.0,M08_H09,0.956,0.0737,Safe
Rice_Paddy,26.91,65.14,538.2,3.801,-14.637,-1.375,0.981,0.1471,0.1935,M02_H14,0.544,1.2971,Low_Spoilage_Risk
Jute_Seed,33.82,61.28,1013.3,1.732,23.539,0.259,0.952,0.3189,0.3617,M08_H20,0.792,-0.7047,Moderate_Spoilage_Risk
Onion,24.06,68.2,850.9,1.437,0.611,0.451,0.98,0.3512,0.3796,M05_H19,0.828,2.1622,Moderate_Spoilage_Risk
Rice_Processed,32.01,55.57,831.8,1.215,7.927,0.734,0.914,0.1905,0.2274,M12_H21,0.854,1.0079,Low_Spoilage_Risk
Onion,22.16,90.09,1097.4,2.951,15.665,2.663,0.804,0.8628,0.9133,M06_H21,0.561,0.7471,Critical_Spoilage
Wheat,12.01,65.27,390.1,1.653,-7.095,0.651,0.874,0.0945,0.0969,M06_H18,0.802,-1.1273,Safe
Jute_Seed,9.28,64.69,772.8,2.871,-8.831,-1.489,0.912,0.217,0.2489,M02_H01,0.655,1.9161,Low_Spoilage_Risk
Groundnut,14.16,75.29,788.6,0.419,19.941,-0.907,0.821,0.5081,0.5385,M07_H11,0.95,6.2097,High_Spoilage_Risk
Rice_Processed,16.79,67.5,834.3,3.472,-8.805,0.071,0.84,0.2029,0.215,M09_H06,0.583,0.8608,Low_Spoilage_Risk
Black_Gram,25.63,72.1,530.4,0.713,4.07,-0.843,0.992,0.2861,0.3016,M01_H05,0.914,2.5262,Low_Spoilage_Risk
Potato,7.91,93.54,840.9,0.314,-4.108,-1.261,0.802,0.0525,0.0992,M08_H03,0.82,3.6817,Safe
Potato,23.42,85.09,1220.3,3.681,-1.419,0.027,0.933,0.5365,0.5673,M08_H07,0.557,0.774,High_Spoilage_Risk
Black_Gram,37.64,71.43,777.2,4.685,36.635,0.186,0.821,0.6976,0.7387,M05_H02,0.438,-1.4052,Critical_Spoilage
Rice_Paddy,29.38,77.37,994.9,2.728,11.599,0.114,0.931,0.5725,0.5994,M02_H12,0.673,-2.6411,High_Spoilage_Risk
Rice_Paddy,12.36,85.51,790.1,4.947,-0.361,0.266,0.817,0.6199,0.6144,M05_H01,0.398,5.1668,High_Spoilage_Risk
Black_Gram,9.37,57.99,424.4,1.604,10.77,-0.786,0.913,0.0727,0.1108,M12_H06,0.808,0.5714,Safe
Onion,13.13,58.08,507.3,2.413,3.908,-0.986,0.826,0.1732,0.2116,M10_H01,0.71,1.8867,Low_Spoilage_Risk
Jute_Seed,24.38,47.82,662.1,0.945,-3.417,-1.383,0.836,0.1029,0.1473,M12_H12,0.887,2.9765,Safe
Onion,22.86,72.96,987.8,2.949,9.04,0.136,0.889,0.4379,0.4603,M08_H07,0.646,0.8274,Moderate_Spoilage_Risk
Mustard_Seed,18.92,61.38,558.8,3.949,3.885,1.024,0.889,0.2215,0.2059,M08_H16,0.526,-0.1595,Low_Spoilage_Risk
Jute_Seed,21.33,75.58,806.2,4.572,18.398,0.578,0.983,0.5217,0.5561,M11_H22,0.451,1.9933,High_Spoilage_Risk
Chickpea,18.4,66.0,457.2,4.708,4.572,2.057,0.881,0.2361,0.2447,M10_H02,0.435,0.5689,Low_Spoilage_Risk
Jute_Seed,30.89,57.72,597.9,1.021,17.924,-0.174,0.885,0.0603,0.1073,M12_H07,0.877,0.2591,Safe
Potato,8.29,99,1068.0,1.072,3.576,1.191,0.771,0.5403,0.5706,M04_H12,0.638,-0.2865,High_Spoilage_Risk
Jute_Seed,19.78,69.15,843.4,3.061,-6.152,1.174,0.863,0.3068,0.3087,M07_H19,0.633,-0.5458,Moderate_Spoilage_Risk
Wheat,10.38,68.27,809.8,2.789,-6.273,-1.677,0.945,0.3312,0.3313,M08_H00,0.665,-4.0306,Moderate_Spoilage_Risk
Mustard_Seed,23.35,61.57,780.6,2.302,2.62,-0.178,0.88,0.216,0.2014,M09_H17,0.724,-0.4326,Low_Spoilage_Risk
Maize,26.15,48.46,419.3,3.522,-11.828,0.623,1.0,0.196,0.1871,M10_H16,0.577,-2.8116,Low_Spoilage_Risk
Sugarcane_Ratoon,27.45,63.36,401.7,3.656,2.482,0.095,0.866,0.1513,0.1789,M03_H04,0.561,2.184,Low_Spoilage_Risk
Onion,2.56,85.06,1038.4,3.505,-7.141,-0.762,0.914,0.571,0.5586,M11_H16,0.578,-0.4506,High_Spoilage_Risk
Rice_Processed,38.66,65.11,864.0,4.889,5.936,-0.023,0.966,0.4831,0.5302,M02_H16,0.413,1.7933,High_Spoilage_Risk
Jute_Seed,46.39,46.38,673.7,3.336,14.635,-0.285,0.87,0.4573,0.4823,M05_H11,0.6,3.6614,Moderate_Spoilage_Risk
Black_Gram,24.56,56.17,707.3,4.603,-5.381,-0.821,0.85,0.1925,0.2325,M01_H07,0.448,0.9325,Low_Spoilage_Risk
Potato,16.25,80.47,1075.3,0.446,-0.757,-0.773,0.765,0.3046,0.2875,M09_H20,0.946,-0.0161,Low_Spoilage_Risk
Sugarcane_Ratoon,23.57,80.55,776.3,2.357,3.833,0.544,0.754,0.2146,0.1914,M10_H17,0.717,0.8612,Low_Spoilage_Risk
Sugarcane_Ratoon,12.7,77.74,631.5,1.245,7.569,0.46,0.991,0.0548,0.0908,M02_H00,0.851,2.2233,Safe
Jute_Seed,37.96,56.05,621.7,2.605,5.006,1.365,0.865,0.3818,0.3944,M07_H15,0.687,5.2849,Moderate_Spoilage_Risk
Garlic,23.39,80.64,1433.1,4.256,24.701,-0.592,0.729,0.8906,0.9032,M09_H15,0.489,1.8622,Critical_Spoilage
Garlic,0.95,48.37,766.5,4.969,-6.299,0.034,0.824,0.2676,0.2384,M12_H00,0.404,-3.871,Low_Spoilage_Risk
Garlic,14.15,56.92,830.0,3.56,-9.032,-0.958,0.932,0.304,0.3043,M10_H17,0.573,1.7309,Moderate_Spoilage_Risk
Maize,31.53,77.72,1215.5,2.491,-3.326,0.039,0.896,0.8091,0.7844,M08_H12,0.701,-1.0144,Critical_Spoilage
Rice_Processed,33.71,69.73,888.7,2.498,-3.587,-0.238,0.934,0.3744,0.3518,M12_H04,0.7,-1.215,Moderate_Spoilage_Risk
Sugarcane_Ratoon,11.24,71.91,893.1,0.556,13.972,-0.337,0.986,0.1237,0.1641,M10_H04,0.933,-4.8018,Safe
Soybean,29.79,68.64,555.0,0.571,-3.287,0.887,0.91,0.3444,0.3918,M11_H07,0.931,-1.2987,Moderate_Spoilage_Risk
Garlic,12.38,74.92,1067.0,2.396,5.652,-0.219,0.899,0.4029,0.403,M09_H19,0.712,1.1745,Moderate_Spoilage_Risk
Chickpea,31.23,56.43,807.8,3.368,-1.147,0.629,0.956,0.3926,0.4376,M03_H22,0.596,4.6433,Moderate_Spoilage_Risk
Maize,29.44,76.27,939.3,0.82,-5.322,0.862,0.931,0.5136,0.5263,M12_H23,0.902,3.0814,High_Spoilage_Risk
Black_Gram,10.26,74.46,1148.8,0.964,15.045,-0.352,0.917,0.531,0.5267,M08_H20,0.884,1.2527,High_Spoilage_Risk
Potato,11.52,95.11,887.8,0.996,-21.586,-0.473,0.584,0.1036,0.1072,M12_H08,0.712,-2.9354,Safe
Mustard_Seed,16.73,53.88,521.6,4.141,-8.676,0.938,0.833,0.1672,0.2207,M07_H11,0.503,2.4947,Low_Spoilage_Risk
Rice_Paddy,34.51,84.31,1488.9,4.439,15.241,-0.076,0.816,0.9848,1.0,M07_H15,0.467,3.3281,Critical_Spoilage
Soybean,33.14,64.04,1031.9,0.141,-10.245,-0.712,0.857,0.3857,0.396,M02_H01,0.983,-0.442,Moderate_Spoilage_Risk
Garlic,23.37,81.37,1059.2,0.439,17.638,1.423,0.717,0.7052,0.7461,M09_H19,0.947,1.0775,Critical_Spoilage
Maize,18.42,55.31,574.8,0.94,2.573,-1.413,0.932,0.0349,0.0641,M11_H03,0.887,-0.6033,Safe
Garlic,17.21,47.95,843.2,0.267,13.127,-0.498,0.907,0.2236,0.2587,M12_H15,0.968,1.3282,Low_Spoilage_Risk
Garlic,14.4,66.68,992.9,3.157,0.389,-0.062,0.841,0.2884,0.3252,M03_H23,0.621,0.7123,Moderate_Spoilage_Risk
Maize,21.39,59.34,861.0,1.646,8.668,1.358,0.847,0.1667,0.1971,M05_H08,0.802,-0.116,Low_Spoilage_Risk
Wheat,13.59,50.84,540.7,0.778,-4.319,-0.709,0.862,0.0436,0.0268,M09_H16,0.907,1.9589,Safe
Garlic,-1.21,64.73,656.5,0.843,-8.866,-0.477,0.881,0.1672,0.1752,M11_H08,0.899,2.4644,Low_Spoilage_Risk
Groundnut,12.5,58.53,775.1,3.993,-10.244,-1.343,0.903,0.2253,0.2018,M08_H00,0.521,-0.5416,Low_Spoilage_Risk
Maize,38.64,53.75,1008.1,3.977,15.335,0.832,0.98,0.5683,0.6401,M01_H16,0.523,5.595,High_Spoilage_Risk
Garlic,15.24,56.05,947.4,3.134,-0.706,-0.529,0.828,0.3427,0.3505,M12_H23,0.624,-1.5655,Moderate_Spoilage_Risk
Maize,21.11,46.12,553.5,3.991,-1.175,1.297,0.932,0.2006,0.2206,M05_H07,0.521,-1.2011,Low_Spoilage_Risk
